"2","50.9304389954","6.9272017479","0","1"
"3","50.9289817810","6.9281888008","0","1"
"4","50.9282035828","6.9338536263","0","1"
"5","50.9276542664","6.9338536263","0","1"
"6","50.9273300171","6.9350123405","0","1"
"7","50.9271163940","6.9375977516","0","1"
"8","50.9251403809","6.9327273369","0","1"
"9","50.9237327576","6.9335103035","0","1"
"10","50.9232139587","6.9342989922","0","1"
"11","50.9229621887","6.9343256950","0","1"
"12","50.9224319458","6.9326090813","0","0"
"13","50.9235305786","6.9324159622","0","1"
"14","50.9245452881","6.9313807487","0","1"
"15","50.9229660034","6.9163980484","0","2"
"16","50.9234466553","6.9196915627","0","2"
"17","50.9242858887","6.9229316711","0","2"
"18","50.9247283936","6.9233875275","0","2"
"19","50.9248695374","6.9260430336","0","1"
"20","50.9249687195","6.9273090363","0","0"
"21","50.9250755310","6.9278564453","0","1"
"22","50.9253120422","6.9279260635","0","1"
"23","50.9267883301","6.9249806404","0","1"
"24","50.9275054932","6.9244661331","0","0"
"25","50.9278068542","6.9240903854","0","0"
"26","50.9273719788","6.9224863052","0","1"
"27","50.9265785217","6.9212203026","0","1"
"28","50.9277114868","6.9211025238","0","1"
"29","50.9278984070","6.9228510857","0","1"
"30","50.9286231995","6.9248199463","0","1"
"31","50.9283294678","6.9260644913","0","1"
"32","50.9340705872","6.9229426384","0","1"
"33","50.9340515137","6.9219017029","0","0"
"34","50.9348907471","6.9201207161","0","1"
"35","50.9336051941","6.9193105698","0","0"
"36","50.9327392578","6.9193053246","0","0"
"37","50.9329032898","6.9201421738","0","1"
"38","50.9332771301","6.9213919640","0","0"
"39","50.9253425598","6.9256320000","0","1"
"40","50.9253425598","6.9256320000","0","1"
"41","50.9290618896","6.9244351387","0","1"
"42","50.9290618896","6.9244351387","0","1"
"43","50.9278068542","6.9240903854","0","1"
"44","50.9360923767","6.9230175018","0","1"
"45","50.9291572571","6.9273948669","0","1"
"46","50.9262619019","6.9301414490","0","1"
"47","50.9286079407","6.9268422127","0","0"
"48","50.9287910461","6.9287896156","1","0"
"49","50.9298706055","6.9280600548","1","0"
"50","50.9285278320","6.9267835617","1","0"
"51","50.9275474548","6.9330701828","1","0"
"52","50.9242324829","6.9312357903","1","0"
"53","50.9255867004","6.9284353256","1","0"
"54","50.9270668030","6.9280385971","1","0"
"55","50.9270782471","6.9295296669","1","0"
"56","50.9270820618","6.9241199493","1","0"
"57","50.9260940552","6.9252490997","1","0"
"58","50.9286079407","6.9290471077","1","1"
"59","50.9277763367","6.9265899658","1","1"
"60","50.9283103943","6.9291868210","1","2"
"61","50.9271888733","6.9297876358","1","2"
"62","50.9251098633","6.9330921173","1","2"
"63","50.9280815125","6.9274806976","1","2"
"64","50.9348030090","6.9210648537","1","2"
"65","50.9342689514","6.9216442108","1","0"
"66","50.9337882996","6.9215369225","1","0"
"67","50.9336929321","6.9207324982","1","3"
"68","50.9332046509","6.9205498695","1","0"
"69","50.9329299927","6.9171433449","1","4"
"70","50.9266395569","6.9338321686","1","4"
"71","50.9269790649","6.9337143898","1","3"
"72","50.9229469299","6.9274754524","1","4"
"73","50.9259033203","6.9252386093","1","3"
"74","50.9256324768","6.9233069420","1","3"
"75","50.9263916016","6.9251632690","1","3"
"76","50.9263610840","6.9243798256","1","3"
"77","50.9257774353","6.9220623970","1","2"
"78","50.9253425598","6.9204530716","1","2"
"79","50.9244880676","6.9168376923","1","3"
"80","50.9226226807","6.9100461006","1","3"
"81","50.9346199036","6.9208569527","1","5"
"82","50.9279708862","6.9266929626","1","5"
"83","50.9282989502","6.9287328720","1","5"
"84","50.9275245667","6.9291338921","1","5"
"85","50.9282226562","6.9335398674","1","5"
