"22","318","50.9361076355","6.9218549728","0"
"33","93","50.9345016479","6.9206099510","1"
"36","292","50.9334449768","6.9201240540","0"
"43","92","50.9338989258","6.9199900627","1"
"44","92","50.9336013794","6.9198398590","0"
"45","92","50.9341468811","6.9195699692","0"
"46","92","50.9337005615","6.9196500778","0"
"48","90","50.9334716797","6.9194908142","1"
"54","88","50.9334983826","6.9214000702","1"
"89","82","50.9341011047","6.9232602119","0"
"123","80","50.9339408875","6.9240098000","0"
"129","74","50.9331207275","6.9248552322","0"
"138","72","50.9327087402","6.9241871834","0"
"163","350","50.9297981262","6.9187998772","1"
"164","101","50.9347038269","6.9137210846","0"
"255","75","50.9329376221","6.9234437943","1"
"311","344","50.9307441711","6.9272551537","0"
"490","7","50.9271278381","6.9295248985","1"
"491","16","50.9265708923","6.9298157692","0"
"622","18","50.9266891479","6.9302849770","0"
"689","19","50.9260520935","6.9305729866","0"
"920","269","50.9290313721","6.9273939133","0"
"1079","17","50.9266204834","6.9300041199","0"
"1818","349","50.9269371033","6.9272170067","0"
"2154","9","50.9267997742","6.9282398224","0"
"2155","9","50.9272003174","6.9278302193","1"
"2156","9","50.9268989563","6.9275898933","0"
"3167","27","50.9249382019","6.9274811745","1"
"3287","55","50.9289016724","6.9259600639","0"
"3332","35","50.9272003174","6.9243302345","1"
"3333","35","50.9272651672","6.9245610237","1"
"3334","37","50.9270706177","6.9237360954","0"
"3355","37","50.9271621704","6.9241118431","1"
"3356","34","50.9267158508","6.9247817993","0"
"3380","335","50.9265365601","6.9242029190","0"
"3405","336","50.9265708923","6.9236931801","0"
"3652","66","50.9278488159","6.9228401184","0"
"3661","52","50.9267730713","6.9214558601","0"
"3672","50","50.9264221191","6.9207158089","0"
"3834","28","50.9250984192","6.9258799553","0"
"3863","28","50.9249000549","6.9255700111","0"
"3896","340","50.9244003296","6.9261288643","0"
"4202","141","50.9236717224","6.9313778877","0"
"4277","143","50.9243049622","6.9311199188","0"
"4354","145","50.9247245789","6.9310021400","0"
"4441","144","50.9245796204","6.9309029579","0"
"4625","371","50.9257583618","6.9320330620","1"
"4924","337","50.9258003235","6.9360198975","0"
"5030","289","50.9292564392","6.9272551537","0"
"5063","54","50.9293556213","6.9271798134","0"
"5138","6","50.9307785034","6.9283123016","0"
"5140","6","50.9303627014","6.9275612831","0"
"5141","5","50.9307708740","6.9283175468","0"
"5147","5","50.9303779602","6.9276094437","0"
"5148","4","50.9307441711","6.9283280373","1"
"5149","4","50.9303627014","6.9275774956","0"
"5950","120","50.9274024963","6.9361658096","0"
