parent	child	reihenfolge	hierarlvl
738	verwuni	verwuni7	100	0
739	verwuni	verwuni8	100	0
740	verwuni	zentralstudber	12	1
741	verwuni1	verwuni11	100	0
742	verwuni1	verwuni12	100	0
743	verwuni1	verwuni13	100	0
744	verwuni1	verwuni14	100	0
745	verwuni11	studienstifniess	0	0
746	verwuni4	verwuni43	100	0
747	verwuni42	verwuni421	100	0
748	verwuni44	reisekostenstelle	100	0
749	verwuni44	verwuni441	100	0
750	verwuni5	verwuni52	100	0
751	verwuni5	verwuni53	100	0
752	verwuni5	verwuni54	100	0
753	verwuni5	verwuni55	100	0
754	verwuni54	verwuni541	100	0
755	verwuni54	verwuni542	100	0
756	verwuni54	verwuni543	100	0
757	verwuni54	verwuni544	100	0
758	verwuni54	verwuni545	100	0
759	verwuni544	verwuni544park	100	0
760	verwuni6	verwuni601	100	0
761	verwuni6	verwuni61	100	0
762	verwuni6	verwuni62	100	0
763	verwuni6	verwuni63	100	0
764	verwuni63	verwuni633	100	0
765	verwuni8	verwuni81	100	0
766	verwuni8	verwuni82	100	0
767	volkswirtschaftbib	volkswirtschaftbib1	100	0
768	volkswirtschaftbib	volkswirtschaftbib2	100	0
769	wiberufspaed	wisopaed1	100	0
770	wiinfo	bibliothekinformatik	539	0
771	wiinfo	informationsmanage	535	0
772	wiinfo	informationsystems 	100	0
773	wiinfo	integrierteinformationssysteme	100	0
774	wiinfo	opresearchwi	536	0
775	wiinfo	systementw	537	0
776	wipolitik	wipolsemanderegg	100	0
777	wipolitik	wipolsemeekhoff	100	0
778	wipolsem	wipolsemanderegg	254	0
779	wisostat	wisostatbomsdorf	704	0
780	wisostat	wisostatbreitung	100	0
781	wisostat	wisostatliesenfeld	100	0
782	wisostat	wisostatmosler	705	0
783	wisostat	wisostatschmid	706	0
784	zahnmundkiefer	kieferorthopaedie	257	0
785	zahnmundkiefer	mundkgchirurgie	621	0
786	zahnmundkiefer	vorklinzahn	261	0
787	zahnmundkiefer	zahnerhaltg	260	0
788	zahnmundkiefer	zahnproth	259	0
789	zentralbereichms	bildungszentrum	624	0
790	zentrumanatomie	anatomiewodarz	100	0
791	zentrumempwiso	zentrumempwiso1	100	0
792	zentrumintbez	zentrumintbezezw	4	0
793	zentrumintbez	zentrumintbezjura	1	0
794	zentrumintbez	zentrumintbezmathnat	100	0
795	zentrumintbez	zentrumintbezmed	3	0
796	zentrumintbez	zentrumintbezphil	2	0
797	zentrumintbez	zentrumintbezwiso	0	0
798	zentrumklinischestudien	zentrumklinischestudienmedizin	100	0
799	zentrumklinischestudien	zentrumklinischestudienmethode	100	0
800	zentrumlehrerbildung	gradschulefachdidaktik	100	0
801	zentrummedienwiss	allgbwlmedien	276	0
802	zentrummedienwiss	histkultur	274	0
803	zentrummedienwiss	medienrecht	100	0
804	zentrummedienwiss	theaterfilm	273	0
805	zentrummk	zentrummkbio	3	0
806	zentrummk	zentrummkdigilab	4	0
807	zentrummk	zentrummkfg	1	0
808	zentrummk	zentrummkgs	0	0
809	zentrummk	zentrummkth	2	0
810	zoologie	expmorphologie	457	0
811	zoologie	oekologie	456	0
812	zoologie	tierphysiologie	458	0
813	zzhoersaele	zzhs00aula	0	0
814	zzhoersaele	zzhs00aula1	100	0
815	zzhoersaele	zzhs00aula2	100	0
816	zzhoersaele	zzhs01	2	0
817	zzhoersaele	zzhs02	3	0
818	zzhoersaele	zzhs05	4	0
819	zzhoersaele	zzhs06	5	0
820	zzhoersaele	zzhs07a	6	0
821	zzhoersaele	zzhs07b	7	0
822	zzhoersaele	zzhs08	10	0
823	zzhoersaele	zzhs11a	8	0
824	zzhoersaele	zzhs11b	9	0
825	zzhoersaele	zzhs12	11	0
826	zzhoersaele	zzhs13	12	0
827	zzhoersaele	zzhs17a	13	0
828	zzhoersaele	zzhs17b	14	0
829	zzhoersaele	zzhs18	15	0
830	zzhoersaele	zzhs21	16	0
831	zzhoersaele	zzhs23	17	0
832	zzhoersaele	zzhs24	18	0
833	zzhoersaele	zzhs25	19	0
834	zzhoersaele	zzhsa1	20	0
835	zzhoersaele	zzhsa2	21	0
836	zzhoersaele	zzhsb	22	0
837	zzhoersaele	zzhsc	23	0
838	zzhoersaele	zzhsd	24	0
839	zzhoersaele	zzhse	25	0
840	zzhoersaele	zzhsf	26	0
841	zzhoersaele	zzhsg	27	0
842	zzhoersaele	zzhshf1	28	0
843	zzhoersaele	zzhshf2	29	0
844	zzhoersaele	zzhshf3	30	0
845	zzhoersaele	zzhshf4	31	0
846	zzhoersaele	zzhshfaula	1	0
847	zzhoersaele	zzhshpi	32	0
848	zzhoersaele	zzhshpii	33	0
849	zzhoersaele	zzhsp52	53	0
850	zzhoersaele	zzhsp54	52	0
851	zzhoersaele	zzhsp55	54	0
852	zzhoersaele	zzhsp56	55	0
853	zzhoersaele	zzhsp57	56	0
854	zzhoersaele	zzhsp58	57	0
855	zzhoersaele	zzhsp61	58	0
856	zzhoersaele	zzhsp63	59	0
857	zzhoersaele	zzhsp65	60	0
858	zzhoersaele	zzhsp66	61	0
859	zzhoersaele	zzhsp67	62	0
860	zzhoersaele	zzhsp68	63	0
861	zzhoersaele	zzhsp69	64	0
862	zzhoersaele	zzhsp72	65	0
863	zzhoersaele	zzhsp73	66	0
864	zzhoersaele	zzhsp74	67	0
865	zzhoersaele	zzhsp75	68	0
866	zzhoersaele	zzhsp76	69	0
867	zzhoersaele	zzhsp78	70	0
868	zzhoersaele	zzhsp80	34	0
869	zzhoersaele	zzhsp81	71	0
870	zzhoersaele	zzhsp82	72	0
871	zzhoersaele	zzhsp83	73	0
872	zzhoersaele	zzhsp84	74	0
873	zzhoersaele	zzhsp85	75	0
874	zzhoersaele	zzhsp87	76	0
875	zzhoersaele	zzhsp89	77	0
876	zzhoersaele	zzhsp90	78	0
877	zzhoersaele	zzhsp91	79	0
878	zzhoersaele	zzhsp92	80	0
879	zzhoersaele	zzhsp93	81	0
880	zzhoersaele	zzhsp94	82	0
881	zzhoersaele	zzhsr103	86	0
882	zzhoersaele	zzhsr110	87	0
883	zzhoersaele	zzhsr119	88	0
884	zzhoersaele	zzhsr122	89	0
885	zzhoersaele	zzhsr134	90	0
886	zzhoersaele	zzhsr136	91	0
887	zzhoersaele	zzhsr141	92	0
888	zzhoersaele	zzhsr172	93	0
889	zzhoersaele	zzhsr201	94	0
890	zzhoersaele	zzhsr211	95	0
891	zzhoersaele	zzhsr227	96	0
892	zzhoersaele	zzhsr236	97	0
893	zzhoersaele	zzhsr254	98	0
894	zzhoersaele	zzhsr310a	99	0
895	zzhoersaele	zzhsr316	100	0
896	zzhoersaele	zzhsr323	101	0
897	zzhoersaele	zzhsr324	102	0
898	zzhoersaele	zzhsr327	103	0
899	zzhoersaele	zzhsr369	104	0
900	zzhoersaele	zzhss004	51	0
901	zzhoersaele	zzhss006	50	0
902	zzhoersaele	zzhss01	37	0
903	zzhoersaele	zzhss1	35	0
904	zzhoersaele	zzhss100	83	0
905	zzhoersaele	zzhss105	84	0
906	zzhoersaele	zzhss11	38	0
907	zzhoersaele	zzhss110	85	0
908	zzhoersaele	zzhss12	39	0
909	zzhoersaele	zzhss13	40	0
910	zzhoersaele	zzhss14	41	0
911	zzhoersaele	zzhss15	42	0
912	zzhoersaele	zzhss16	43	0
913	zzhoersaele	zzhss2	36	0
914	zzhoersaele	zzhss21	44	0
915	zzhoersaele	zzhss22	45	0
916	zzhoersaele	zzhss23	46	0
917	zzhoersaele	zzhss24	47	0
918	zzhoersaele	zzhss25	48	0
919	zzhoersaele	zzhss26	49	0
920	zzhoersaele	zzhswisofakultaetsitzungssaal	100	0
921	zzhoersaele	zzpcrz012	100	0
922	zzhoersaele	zzpcrz013	100	0
923	zzhoersaele	zzpcrz101	100	0
924	zzhoersaele	zzpcrz102	100	0
925	zzmhoersaele	zzmanahs1	10	0
926	zzmhoersaele	zzmanahs2	11	0
927	zzmhoersaele	zzmanahs3	12	0
928	zzmhoersaele	zzmlfihs1	0	0
929	zzmhoersaele	zzmlfihs2	1	0
930	zzmhoersaele	zzmlfihs3	2	0
931	zzmhoersaele	zzmlfihs4	3	0
932	zzmhoersaele	zzmlfihs5	4	0
933	zzmhoersaele	zzmlfihs6	5	0
934	zzmhoersaele	zzmlfir1	6	0
935	zzmhoersaele	zzmlfir2	7	0
936	zzmhoersaele	zzmlfir3	8	0
937	zzmhoersaele	zzmlfir4	9	0
938	zzmhoersaele	zzmmtihs1	13	0
939	zzmhoersaele	zzmmtihs2	14	0
940	zzmhoersaele	zzmmtisr1	15	0
941	zzmhoersaele	zzmpatho	100	0
942	zzmhoersaele	zzmshk1	100	0
943	zzmhoersaele	zzmshk2	100	0
944	zzmhoersaele	zzmshk3	100	0
945	zzmhoersaele	zzmshs1	100	0
946	zzmhoersaele	zzmshs2	100	0
947	zzmhoersaele	zzmshs3	100	0
948	zzmhoersaele	zzmshs4	100	0
949	zzmhoersaele	zzmshs5	100	0
950	zzmhoersaele	zzmshs6	100	0
951	zzmhoersaele	zzmsht1	100	0
952	zzmhoersaele	zzmsht2	100	0
953	zzmhoersaele	zzmsht3	100	0
954	zzmhoersaele	zzmsht4	100	0
955	zzmhoersaele	zzmshu1	100	0
956	zzmhoersaele	zzmshu2	100	0
957	zzmhoersaele	zzmshu3	100	0
958	zzmhoersaele	zzmshu4	100	0
959	zzmhoersaele	zzmshu5	100	0
960	zzmhoersaele	zzmshu6	100	0
961	zzmhoersaele	zzmshu7	100	0
962	zzmhoersaele	zzmshu8	100	0
963	zzmhoersaele	zzmshu9	100	0
964	zzmhoersaele	zzmzahnhs1	16	0
965	zzmhoersaele	zzmzahnhs2	17	0
